id	data_provider_id	data_resource_id	resource_access_point_id	institution_code	collection_code	catalogue_number	scientific_name	author	rank	kingdom	phylum	class	order_rank	family	genus	species	subspecies	latitude	longitude	lat_long_precision	max_altitude	min_altitude	altitude_precision	min_depth	max_depth	depth_precision	continent_ocean	country	state_province	county	collector_name	locality	year	month	day	basis_of_record	identifier_name	identification_date	unit_qualifier	created	modified	deleted
1482	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988298	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1900	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1483	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988299	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1900	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1484	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988300	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1900	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1485	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988301	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1900	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1486	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988302	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1960	9	7	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1487	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988303	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1959	10	9	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1488	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988304	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1959	10	9	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1489	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988305	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1959	8	25	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1490	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988306	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1900	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1491	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988307	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1900	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1492	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988308	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1900	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1493	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988309	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1900	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1494	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988310	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1900	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
1495	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99988311	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	D	NULL	NULL	NULL	NULL	1900	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:55:11	2007-11-20 20:05:39	NULL
